clean,retweet_count,favorite_count,num_hashtags,num_urls,num_mentions,name,screen_name,statuses_count,followers_count,friends_count,favourites_count,listed_count,url,url_ratio,hashtag_ratio,mention_ratio,entropy,wavelet_avg,label
"Y pensar que hace 4 a�os mi papa me dijo que en unos meses no me iba a gustar mas...Holi, aca sigo.",0,0,0,0,0,Dia Buckman,DiaBuckman,64,7,36,0,0,0,0,0,0,4.020208316,-0.056276179,bot
RT @dani91malaga: A Bale se le va a tratar con fisios y hielo en las pr�ximas horas. Ojal� no haya rotura. Se le har� pruebas ma�ana o el l�,1,0,0,0,1,AnÎ± ,annaveiro_,46114,877,655,6643,5,http://t.co/8RsOkfnMko,0,0,0.007142857,4.28688817,0.012368525,human
"Cayetana, Andrea y Irina ven llegar a Sof�a con Arturo. #TierraDeReyes",0,0,1,0,0,AnÎ± ,annaveiro_,46114,877,655,6643,5,http://t.co/8RsOkfnMko,0,0.014285714,0,4.20757579,0.014788023,human
Todo esta quedando bello!! *.* #Waiting4Guillermo,0,0,1,0,0,Rafiela Morales L.,RafielaMorales,7975,398,350,11,2,,0,0.020408163,0,4.319119161,-0.03047058,bot
"@joserivera_B jajajajajaja, canci�n pegajosa la embarr�. La culpa es de @NissRosenthal. Supiera que todo los d�as en la redacci�n se escucha",0,0,0,0,2,E. Woo / ì—�?ë�?„ ìš°,edowoo,82194,4493,1894,1636,132,http://t.co/vp9W2kMiPH,0,0,0.014285714,4.292055503,6.02E-05,human
RT @ElFuckingFran: Gente incomprendida comprendiendo a los dem�s.,1,0,0,0,1,â€  RÃ˜NÃŠÃ˜ Å ANTÃ˜Å  â€ ,Adrianaldo_,8102,241,273,1067,0,0,0,0,0.015384615,4.338645745,-0.069465868,human
En clase: 1 1=2.,0,0,0,0,0,Sue Spettel,SueSpettel,65,7,37,0,0,0,0,0,0,3.577819531,-0.012868194,bot
"@nononuts @ludiperez @iresanca Si...algo he oido, jeje. Esta es una vista desde mi casa. http://t.co/o8qOQOLO",0,0,0,0,3,Sergio GonzÃ¡lez,sergon2000,1767,98,154,14,6,http://t.co/DE0liNQlOJ,0,0,0.027522936,4.520031427,-0.030602484,human
Mi vieja no viene mas a buscarrmme ?,0,0,0,0,0,Katlyn Loeser,KatlynLoeser,48,0,38,0,0,0,0,0,0,3.69322335,-0.00891443,bot
lo unico bueno del martes? verlas a ellas @kimerymf @CinSuazoG @Thelmarie @dianamarismb @kerla22 @MariaGVargasF @diana0010,3,0,0,0,7,Rafiela Morales L.,RafielaMorales,7975,398,350,11,2,,0,0,0.057377049,4.454270278,-0.021742204,bot
"Nazarena chabona sos muy bichera! Con valentin bueeeeno esta bien vaya y pase pero con Franco ya, ya te fuiste a la mierda.",0,0,0,0,0,Gay Bakker,GayBakker,74,4,51,0,0,0,0,0,0,4.062257662,0.004609518,bot
Hambre y calor! Deadly combination* #fuck #school,0,0,2,0,0,Rafiela Morales L.,RafielaMorales,7975,398,350,11,2,,0,0.040816327,0,4.31115264,-0.022096343,bot
"Voy a guardar la tolta que tengo, se rumorea sobre un Tour. ?",0,0,0,0,0,Samuel Vittorini,SamuelVittorini,244,67,638,0,0,0,0,0,0,3.872982527,0.03762581,bot
Se esta acabando el mundo en RD!  #ElFinal,0,0,1,0,0,Rafiela Morales L.,RafielaMorales,7975,398,350,11,2,,0,0.023809524,0,3.955066757,-0.076962536,bot
#CosasQueOdio que me despierten a los gritos. Me saca.,0,0,1,0,0,Tisha Landron,TishaLandron,68,2,37,0,0,0,0,0.018518519,0,4.08977367,-0.076634066,bot
"RT @SoloTatuajes: Si te gustan los tatuajes, �S�GUENOS! Aqu� encontrar�s las mejores fotos. http://t.co/9FoLaCYlv4",611,0,0,0,1,Dolly Noecker,DollyNoecker,343,82,874,0,0,0,0,0,0.00877193,4.864612406,-0.067615544,bot
Mi hermana canta horrible .-.,0,0,0,0,0,â˜¾hÎ�?nâ˜¢ â™‘,ChanooChanoo,6607,245,151,1103,2,https://t.co/QDQ5vD2Etw,0,0,0,3.797467633,-0.114182898,human
Siiiiiiiiiiiiiiiii no te conocer� yo a vos carajo,0,0,0,0,0,Debora Stcyr,DeboraStcyr,53,6,38,0,0,0,0,0,0,3.162507747,-0.083124096,bot
"Pues nada, mis amigos agarrando el pedo y yo como buena hija esperando a que llegue mi mami ... #santifiquenme #santadeyla",0,0,2,0,0,Kathlene Cavey,KathleneCavey,265,87,650,0,0,0,0,0.016393443,0,4.140442136,-0.075784637,bot
yo hubiera sido danilo y mejor no digo nada pq hasta para hablar Mierda ahi q tener actitud!! #NoDijoNada #DileNoAlMareo #ladrones,3,0,3,0,0,Rafiela Morales L.,RafielaMorales,7975,398,350,11,2,,0,0.023076923,0,4.207041302,-0.031352506,bot
"El hombre com�n est� enganchado a sus pr�jimos, mientras que el guerrero s�lo depende de s� mismo",0,0,0,0,0,Catheryn Tart,CatherynTart,50,8,43,0,1,0,0,0,0,4.171408848,-0.043447269,bot
"RT @conagua_clima: Vigilancia gr�fica del #pron�stico #meteorol�gico extendido para las siguientes 24, 48, 72 y 96 horas. http://t.co/Qhltx�",14,0,2,0,1,Desastres Naturales ,ADN_SUAPT,72102,726,28,165,23,https://t.co/JV2RyV3lRO,0,0.014285714,0.007142857,4.781242938,-0.07104986,human
La casa lista por la fiesta. :)  @ Alto jahuel http://t.co/x9fQvWN,0,0,0,1,0,Paul Urmston,paulurmston,2755,132,174,37,3,http://t.co/jBMAHT5jpG,0.015151515,0,0,4.355308214,-0.028586708,human
"'sisi, que sos del campo vo DON TIMO''",0,0,0,0,0,Dara Tatlock,DaraTatlock,56,6,39,0,0,0,0,0,0,4.112104896,-0.055084957,bot
No complacer a la gente vi�ndote caer #HappyBirthdayJustinBieber #Happy20thBirthdayJustin #20ReasonsWhyWeLoveJustin ?,0,0,3,0,0,Flo Duchon,FloDuchon,45,7,41,0,0,0,0,0.025641026,0,4.642102551,-0.045210924,bot
NeriumAD puede ofrecerte los resultados que deseas sin grandes costos. http://t.co/Fwve3JPgTY,0,0,0,0,0,Amy Urbach ,amyurbach,59543,4126,4094,2170,195,http://t.co/8FoNzxwfBu,0,0,0,4.499782371,0.06978129,human
"Acabo de terminar el cap 17 de la 4 de glee, y voy a dejar de mirar pq no quiero terminar esta temporada",0,0,0,0,0,Paris Genta,ParisGenta,68,6,48,0,0,0,0,0,0,3.96793623,0.028266219,bot
Que dolor de cabeza..,0,0,0,0,0,ã€ŽPleasure and painã€�?,AngelBiedma,6747,592,254,7636,3,http://t.co/s1SZws5B9A,0,0,0,3.558518613,-0.04946473,human
@Munyandrade pero que ataque m�s gratuito es este,1,0,0,0,1,Isa,whatisasays,12413,960,513,1258,6,http://t.co/QZofenSIfc,0,0,0.020408163,3.89180404,0.002400145,human
RT @jmyazpiik @DonJulioOficial Yo prefiero el blanco. Salud!!  ./ salud compadre!  Me too.,0,0,0,0,2,Peter Hamilton,PH_film,16534,1158,1999,10911,25,0,0,0,0.022222222,4.528229242,-0.062303636,human
El conductor dej� LA puerta abierta y se fue...dejando el bus abierto y solo. #madrid #emtmadrid #transporte http://t.co/ZTJ9v5PSNv,0,0,3,0,0,Entre coche y anden,Nicalandia,532,71,89,95,1,0,0,0.022900763,0,4.654994218,-0.003187897,human
Espectacular servicio. Corren al bodega cuando pregunte si tuvieron Dr. peppers! (@ Jumbo) [pic]: http://t.co/ogAlnqgT,0,0,0,1,0,Paul Urmston,paulurmston,2755,132,174,37,3,http://t.co/jBMAHT5jpG,0.008474576,0,0,4.63512989,0.008735194,human
Si el dinero fuese comida no habr�a hambre en el mundo. Cambiar el odio por amor nos har�a a todos mucho mejor.,0,0,0,0,0,Silvana Kinnare,SilvanaKinnare,67,11,47,0,0,0,0,0,0,3.969254208,-0.005379576,bot
Esto si es un living room jaja http://t.co/q37bjQS,0,0,0,1,0,Paul Urmston,paulurmston,2755,132,174,37,3,http://t.co/jBMAHT5jpG,0.02,0,0,4.470435501,0.036527798,human
Ese puto momento en el que ya me daba igual todo.,1,0,0,0,0,Kat,KatiaKatxx,3176,1625,1054,8125,4,http://t.co/mNz1YeOiZl,0,0,0,3.806478029,-0.069847763,human
"Que lo �nico que te puede apoyar y hacerte sentir bien esta a miles de kil�metros , Eso . Y eso duele ... :')",0,0,0,0,0,Danette Howitt,DanetteHowitt,63,2,39,0,0,0,0,0,0,4.168182752,-0.03445499,bot
#QuesemueraRaulGarcia Nadie lo notaria,0,0,1,0,0,â€  RÃ˜NÃŠÃ˜ Å ANTÃ˜Å  â€ ,Adrianaldo_,8102,241,273,1067,0,0,0,0.026315789,0,3.914479238,-0.156984857,human
No aguanto por mucho tiempo y salgo a buscartee,0,0,0,0,0,Christina Auila,ChristinaAuila,69,0,37,0,0,0,0,0,0,3.908119107,-0.024739448,bot
Ella una guayaca pero tambien aprendio a decir #Jojoieee,0,0,1,0,0,Blythe Yundt,BlytheYundt,50,7,43,0,0,0,0,0.017857143,0,3.965189575,-0.020857623,bot
"@Radical_Ed Ya somos dos. T� y yo esta noche vamos a retirarnos pronto me parece, eso o nos echamos una siesta antes.",0,0,0,0,1,Akira Sanz,akiraoltar,17282,242,139,466,16,http://t.co/DhOnHqZNAf,0,0,0.008547009,4.034111778,-0.034875553,human
"@Monochroma_Keys @Lomstat [mencionaron a J�piter, est� muerto desde entonces] Los mios no son clich�s, son el shitty Deviantart OC XD;;;;",0,1,0,0,2,Vâˆ†N,Kuiggert,11525,239,431,756,3,http://t.co/1wVeQaMOMy,0,0,0.01459854,4.441347736,8.33E-05,human
"a pocos tuits de los 66666,lo dedico?",0,0,0,0,0,Rita Stansfield,RitaStansfield,67,6,47,0,0,0,0,0,0,3.635430907,0.050568301,bot
"Dar�o ""Oh Dios, tragame tierra"" llega Cayetana y le dice a Miranda que Dar�o le dio trabajo a Flavio. #TierraDeReyes",0,0,1,0,0,AnÎ± ,annaveiro_,46114,877,655,6643,5,http://t.co/8RsOkfnMko,0,0.00862069,0,4.237058228,0.011666481,human
RT @espe_99: Irte a estudiar y ver #MCRComeBack Esto es una tortura!!!,1,0,1,0,1,ã€ŽPleasure and painã€�?,AngelBiedma,6747,592,254,7636,3,http://t.co/s1SZws5B9A,0,0.014285714,0.014285714,4.403585643,-0.019509874,human
"@ValeriaBlancoL @MariaConchita_A a ver, qu� mas hay en ese carito d super aparte de ""requila""?",0,0,0,0,2,Peter Hamilton,PH_film,16534,1158,1999,10911,25,0,0,0,0.021276596,4.357957493,0.03530153,human
A veces me dan ganas de llorar y a veces tambi�n.,0,0,0,0,0,Raeann Leichner,RaeannLeichner,66,8,45,0,0,0,0,0,0,3.864738294,-0.01497429,bot
RT @Gaby_moyanoo: Que le pasara a la novia de chuki con los andaluces!!! #myhyv,6,0,1,0,1,ã€ŽPleasure and painã€�?,AngelBiedma,6747,592,254,7636,3,http://t.co/s1SZws5B9A,0,0.012658228,0.012658228,4.30562477,-0.029776131,human
Me pasa q el alcohol hace q deseemos m�s lo q no qeremos a lo q qeremos de verdad,0,0,0,0,0,Gayla Zayas,GaylaZayas,68,4,39,0,0,0,0,0,0,3.562417249,-0.049881073,bot
Ensima lo quiere a leon!!! :3,0,0,0,0,0,Vergie Pinkey,VergiePinkey,73,7,47,0,0,0,0,0,0,3.784897703,-0.026656799,bot
RT @BieberbucksNL: Miley via Instagram: Bieber Fever http://t.co/PWrrc9LkML,24,0,0,0,1,andeh,johnmainePH,18871,365,322,3702,2,0,0,0,0.013333333,4.770924438,-0.092833845,human
"Podr�a estar durmiendo una hora m�s, pero no...",0,0,0,0,0,Kat,KatiaKatxx,3176,1625,1054,8125,4,http://t.co/mNz1YeOiZl,0,0,0,3.93990129,-0.038628232,human
RT @realmadrid: .@MrAncelotti: "La primera parte fue fant�stica y tenemos confianza para la vuelta" http://t.co/A3dY2Kzpwq #UCL http://t.co�,804,0,1,1,2,AnÎ± ,annaveiro_,46114,877,655,6643,5,http://t.co/8RsOkfnMko,0.007142857,0.007142857,0.014285714,4.783279842,0.010524979,human
"Si te vas, me voy con lo puesto",0,0,0,0,0,â€  RÃ˜NÃŠÃ˜ Å ANTÃ˜Å  â€ ,Adrianaldo_,8102,241,273,1067,0,0,0,0,0,3.715281086,-0.028534013,human
Futbol Soccer Fenemil van 1-1 y pasan a penales contra Tigres.,0,0,0,0,0,Jeffie Scarnati,JeffieScarnati,54,7,39,0,0,0,0,0,0,4.186084876,0.085500649,bot
puede alguien decirme me voy a comer tu dolorr y repetirme te voy a salvar esta nocheee,0,0,0,0,0,Shakira Wahler,ShakiraWahler,45,6,40,0,1,0,0,0,0,3.815833083,-0.00271164,bot
"""Si dejamos de quejarnos y empezamos a actuar Colombia cambiar�"".",0,0,0,0,0,Lenore Shanon,LenoreShanon,66,4,38,0,0,0,0,0,0,4.204641137,0.035470385,bot
Har� una pintura de Rhianna a holio demaciado grande interesados lo dar� en 2000 mil pesos,0,0,0,0,0,Cindy Ardito,CindyArdito,78,7,43,0,0,0,0,0,0,4.007310695,0.054577187,bot
"RT @EduardoIndaDice: No busqueis mas, ya apareci� el tonto del d�a http://t.co/XMge0JSWRk",336,0,0,0,1,Hannah Bettsworth,H_Bettsworth,47956,1299,2001,3538,37,http://t.co/03Sn0AIGgT,0,0,0.011235955,4.859796732,-0.076597994,human
Volvamos a enero xfa,0,0,0,0,0,Kaci Bertholf,KaciBertholf,306,65,746,0,0,0,0,0,0,3.50869497,0.098735599,bot
"Si te hace sentir sola, el momento es ahora. Liberate, ven mi amor, liberate...",0,0,0,0,0,â€  RÃ˜NÃŠÃ˜ Å ANTÃ˜Å  â€ ,Adrianaldo_,8102,241,273,1067,0,0,0,0,0,3.8826534,-0.010252342,human
"Pi�era: ""No est� en mis planes, pero hoy hablar de campa�as presidenciales es tan especulativo, tan extempor�neo"" http://t.co/ClcYMy2gZ5",0,0,0,1,0,E. Woo / ì—�?ë�?„ ìš°,edowoo,82194,4493,1894,1636,132,http://t.co/vp9W2kMiPH,0.007352941,0,0,4.560551493,-0.039331154,human
"Jaja, los silencie por 8 horas :)",0,0,0,0,0,â˜¾hÎ�?nâ˜¢ â™‘,ChanooChanoo,6607,245,151,1103,2,https://t.co/QDQ5vD2Etw,0,0,0,3.899714195,-0.010488707,human
"Mi tl lleno de Zayn, y Nokia.Socorro.",0,0,0,0,0,Kat,KatiaKatxx,3176,1625,1054,8125,4,http://t.co/mNz1YeOiZl,0,0,0,3.969607339,-0.042206674,human
"V�ctor Vald�s: ""He visto a Iker hacer paradas que pensaba que no se pod�an hacer. Para m�, es el mejor de la historia"".",0,0,0,0,0,Tova Hemmerling,TovaHemmerling,68,5,42,0,0,0,0,0,0,4.276075125,-0.023997354,bot
"RT @pepinoconchope: ""Mira, mira c�mo se abre el burka. Se le ve un trozo de moflete y de nariz. Menuda perra calientapollas, por Al�"".",1,0,0,0,1,ã€ŽPleasure and painã€�?,AngelBiedma,6747,592,254,7636,3,http://t.co/s1SZws5B9A,0,0,0.007462687,4.387146449,-0.002725671,human
En un rato voy a comer algo porque tengo hambre.,0,0,0,0,0,Teodora Klaassen,TeodoraKlaassen,70,5,44,0,0,0,0,0,0,3.901754427,-0.025095982,bot
RT @nereaPb: Soy m�s de madrugadas que de madrugar.,3,0,0,0,1,â€  RÃ˜NÃŠÃ˜ Å ANTÃ˜Å  â€ ,Adrianaldo_,8102,241,273,1067,0,0,0,0,0.019607843,4.020683558,-0.060009151,human
"""Ese ministro me esta quitando los sue�os,yo tengo derecho a so�ar..El d�a de ma�ana yo puedo ser ministro igual que tu"" Joven de Petare",0,0,0,0,0,Leora Wolfson,LeoraWolfson,69,4,45,0,0,0,0,0,0,4.189495383,-0.070304343,bot
RT @pasalavida: Surcos de vinilos desde cerca. "@wondercoses: http://t.co/fThacO7aql",3,0,0,0,2,Akira Sanz,akiraoltar,17282,242,139,466,16,http://t.co/DhOnHqZNAf,0,0,0.023529412,4.551397813,-0.038239737,human
Un chiste este festival "internacional" se pasaron!! Animadores para que?? Los premios mas importantes los tiran a la chu�ia #Vina2014,0,1,1,0,0,Lelia Parson,LeliaParson,66,6,35,0,1,0,0,0.007462687,0,4.304559659,0.027212765,bot
"Volverse payaso, con tal de sacarle una sonrisa a una mujer :$$",0,0,0,0,0,Leila Rathmell,LeilaRathmell,145,89,263,3,0,0,0,0,0,3.956452483,0.013202255,bot
"RT @ActualidadRT: FOTO: El #tif�n m�s grande del mundo, a vista de astronauta #cosmos http://t.co/pzTU3ZNKeC http://t.co/19fhvlS93W",134,0,2,1,1,â€  RÃ˜NÃŠÃ˜ Å ANTÃ˜Å  â€ ,Adrianaldo_,8102,241,273,1067,0,0,0.007633588,0.015267176,0.007633588,4.983266439,-0.048374527,human
"En realidad no entiendo a los que hacen testamentos, hay que estar al pedo para escribir todo eso",0,0,0,0,0,Lahoma Keagy,LahomaKeagy,133,42,80,3,0,0,0,0,0,3.896519103,-0.012061859,bot
#NowPlaying la canci�n The Big Noise From Winnetka de Bob Crosby & His Orchestra en #Sp� Silvo al despistar http://t.co/9xejwRcnOc,0,0,2,1,0,JosÃ© MarÃ­a PatiÃ±o,Chemaparis,2466,3913,165,156,96,http://t.co/2F7mAXv2Rj,0.007692308,0.015384615,0,4.806454704,0.03626891,human
RT @PabloGomez_88: Felicidadeeees! :D @AngeliiyoB pasalo bieen ^.^,1,0,0,0,1,ã€ŽPleasure and painã€�?,AngelBiedma,6747,592,254,7636,3,http://t.co/s1SZws5B9A,0,0,0.015151515,4.532417605,-0.052016508,human
RT @timepictures: A Powerful Look Inside Austerity-Hit Greece | http://t.co/SFuIVzgLov Photo: Angelos Tzortzinis http://t.co/p0cXKOoT4M,17,0,0,1,1,Giannis,giannis,18087,423,152,28,24,0,0.007407407,0,0.007407407,4.909710976,-0.043554259,human
RT @ambiorinadiaz: Este es un plan funesto para destruir el PRD orquestado por mentes perversas que lo que quieren es quedarse con lo po ...,54,0,0,0,1,Rafiela Morales L.,RafielaMorales,7975,398,350,11,2,,0,0,0.007142857,4.144510773,-0.018420564,bot
"Semana larga... Conciertos, ensayos, ajustes de bajo, m�s ensayos, m�s conciertos... Espero acabarla vivo...",0,0,0,0,0,Sergio GonzÃ¡lez,sergon2000,1767,98,154,14,6,http://t.co/DE0liNQlOJ,0,0,0,4.201909654,-0.001428742,human
"Churrasquito, Piscina, mi a�orado black y familia! :) y merengues viejolooss!! ? #PerfectDay",0,0,1,0,0,Rafiela Morales L.,RafielaMorales,7975,398,350,11,2,,0,0.010869565,0,4.573135973,-0.047393838,bot
Golazo!,0,0,0,0,0,JAY ROCHA,jayrochamusic,2383,155,80,1743,2,https://t.co/BaXP1zP5qL,0,0,0,2.521640636,-0.003696822,human
Los caballeros las prefieren Brutas.. #TrueStory,0,0,1,0,0,Rafiela Morales L.,RafielaMorales,7975,398,350,11,2,,0,0.020833333,0,4.121653522,0.00592216,bot
"#Pancartazo ma�aana a las 3.30pm en la Plaza del Redondel, La Vela...!!",0,0,1,0,0,Mariela Steen,MarielaSteen,63,1,40,0,0,0,0,0.014084507,0,4.019732758,-0.007295378,bot
RT @hamletgarcia17: "@MiraTVOrlando: Ya puedes ver en internet el episodio de ayer de #ProhibidoCallarse con @RobertoRTejera : http://t.co/�,12,0,1,1,3,0,0,0,0,0,0,0,0,0.007142857,0.007142857,0.021428571,4.596955302,-0.068097902,bot
Necesito m�sica nueva en mi vida.,0,0,0,0,0,Isa,whatisasays,12413,960,513,1258,6,http://t.co/QZofenSIfc,0,0,0,3.760620544,-0.025929932,human
"No hay nada mas reconfortante que prestar tu servicio a las fundaciones, gracias Dios.",0,0,0,0,0,Yukiko Tretter,YukikoTretter,68,4,40,0,0,0,0,0,0,4.097027056,-0.003828027,bot
Ultimo Servicio #Yeeeeeeii!!! (@ Hospital Local Las Caobas) http://t.co/OyF69kSDN6,0,0,1,1,0,Rafiela Morales L.,RafielaMorales,7975,398,350,11,2,,0.012195122,0.012195122,0,4.77627453,0.023692605,bot
@afechevarria eso lo com� ayer. Qu� buenos los espaguetis!!! ,0,1,0,0,1,JosÃ© MarÃ­a PatiÃ±o,Chemaparis,2466,3913,165,156,96,http://t.co/2F7mAXv2Rj,0,0,0.016393443,4.237714495,-0.095985669,human
RT @chinasuarez: El es MUY Grey! ,2128,0,0,1,1,Marco,PeterLaliOK,9053,243,965,272,0,,0.03030303,0,0.03030303,4.248495256,-0.062345643,bot
Necesito abrazar a Gast�n.,0,0,0,0,0,Renita Mood,RenitaMood,71,7,36,0,1,0,0,0,0,3.763342488,0.009533432,bot
"Fue, tengo hambre. me voy a hacer unas papas fritaaas",0,0,0,0,0,Jona Kitzerow,JonaKitzerow,85,3,37,0,0,0,0,0,0,3.988711671,0.013604177,bot
RT @EfrainRuales: "@BichitoLeon: Y es asi como avergonzandome y todo cambio mi dia!!!! #Buenavibras #buenosactos #cambiandoelmundo",3,0,3,0,2,0,0,0,0,0,0,0,0,0,0.022900763,0.015267176,4.493259309,-0.025494863,bot
RT @AntonioZK No te pierdas #DESEO el 8 de junio en el @FESTIVALMIX en la @CinetecaMexico http://t.co/UhT7HIdsvW � @pedrodamianof,2,0,1,1,4,Peter Hamilton,PH_film,16534,1158,1999,10911,25,0,0.007751938,0.007751938,0.031007752,4.962491397,-0.006169212,human
Ver�nica llega y le dice a Miranda que rompi� su compromiso con Edward. #TierraDeReyes,0,0,1,0,0,AnÎ± ,annaveiro_,46114,877,655,6643,5,http://t.co/8RsOkfnMko,0,0.011627907,0,4.26257899,0.024457276,human
"@ElenaSheathes Elena, te tengo dicho que no m�s de dos Juanolas al d�a.",1,1,0,0,1,ã€ŽPleasure and painã€�?,AngelBiedma,6747,592,254,7636,3,http://t.co/s1SZws5B9A,0,0,0.014084507,4.073689508,-0.032582343,human
"RT @exitoina: Mora Godoy, eliminada del ""Bailando"" http://t.co/mB2M2faVK3",9,0,0,1,1,0,0,0,0,0,0,0,0,0.01369863,0,0.01369863,4.635825458,-0.02142647,bot
Me causa gracia cuanta importancia le das a mi vida.,0,0,0,0,0,Shalonda Llera,ShalondaLlera,109,14,159,0,0,0,0,0,0,3.735195232,-0.043635681,bot
Hermoso? Hermoso es que te diga te extra�o asomate a la ventana q estoy aqu� afuera eso es hermoso,0,0,0,0,0,Valencia Comden,ValenciaComden,37,9,39,0,0,0,0,0,0,3.836507414,0.025368894,bot
".@Reuters, citando al USGS, dice que sismo en el norte de Chile fue de 7 grados.",3,0,0,0,1,E. Woo / ì—�?ë�?„ ìš°,edowoo,82194,4493,1894,1636,132,http://t.co/vp9W2kMiPH,0,0,0.0125,4.211977192,0.07096782,human
esto de la informatica no es facil! #barbaro,0,0,1,0,0,Rafiela Morales L.,RafielaMorales,7975,398,350,11,2,,0,0.022727273,0,3.83611521,0.047799237,bot
RT @juventudsin: Quieren que la educaci�n vuelva a ser un privilegio al alcance de unos pocos #NOal3m�s2 resumido en una imagen http://t.co�,180,0,1,0,1,â€  RÃ˜NÃŠÃ˜ Å ANTÃ˜Å  â€ ,Adrianaldo_,8102,241,273,1067,0,0,0,0.007142857,0.007142857,4.461060873,0.033286205,human
hahah el sabe k fue pa el lol una foto en rolo :p,0,0,0,0,0,Aline Foxwell,AlineFoxwell,70,2,32,0,0,0,0,0,0,3.528730264,0.05668578,bot
"Que cagada, osea 3 canciones solamente y ni la de oro le dieron.",0,0,0,0,0,Margie Esqueda,MargieEsqueda,56,5,38,0,0,0,0,0,0,3.819298634,0.0434637,bot
Gracias niniii bella :* RT @Nilianreynoso: Feliz cumplea�o mi bella prima @RafielaMorales que Dios derrame ... http://t.co/3Dl8SDDV,0,0,0,1,2,Rafiela Morales L.,RafielaMorales,7975,398,350,11,2,,0.007633588,0,0.015267176,4.634141725,-0.075753893,bot
"El amor es como una monta�a rusa: Subes, te emocionas, gritas, sientes mariposas, terminas vomitando y ah� vas de pendejo a volverte a subir",0,0,0,0,0,Malissa Walenta,MalissaWalenta,68,6,39,0,0,0,0,0,0,4.116779863,0.004335255,bot
ay!!! no quiero hacer maletas -.-" #LazySaturday,0,0,1,0,0,Rafiela Morales L.,RafielaMorales,7975,398,350,11,2,,0,0.020833333,0,4.28952897,-0.02331782,bot
yo me se completo el video de esa song,0,0,0,0,0,Loreen Horwath,LoreenHorwath,64,2,40,0,0,0,0,0,0,3.510664028,-0.104402784,bot
@Patricia_Andrad canci�n q me encanta de @MariaConchita_A  de la pel�cula Scarface / ah! "vamos a bailar" yo ptoduje el Video :-),0,0,0,0,2,Peter Hamilton,PH_film,16534,1158,1999,10911,25,0,0,0,0.015503876,4.4583079,-0.005987625,human
"RT @Miguel_layun: Que gran experiencia, felicidades @caneloOficial @CH14_ @yosoy8a #CaneloLara #VivaM�xico http://t.co/LzTM08kydd",9731,0,2,0,4,âˆ‚Ñ�?Ñ�?,dreababbyy,8622,292,634,2503,1,0,0,0.015503876,0.031007752,4.971850909,-0.029201812,human
"@ajcorchado Se firmar� convenio IMCINE /Gobierno de Michoac�n, para promover a ... http://t.co/7csreBjBtm",1,0,0,1,1,Peter Hamilton,PH_film,16534,1158,1999,10911,25,0,0.00952381,0,0.00952381,4.587424209,-0.004777522,human
@Elcalbito @JouJouu7 suena como a algo que @Elcalbito har�a...,1,0,0,0,3,The Legend,TheLegendPR,2323,158,152,744,3,http://t.co/Ctvmxny1Dn,0,0,0.048387097,4.135052563,-0.014761439,human
@Dimitri_ak47 4 horas de sue�o,0,0,0,0,1,â€  RÃ˜NÃŠÃ˜ Å ANTÃ˜Å  â€ ,Adrianaldo_,8102,241,273,1067,0,0,0,0,0.033333333,4.081727679,-0.017346349,human
@devmod yo tampoco :P,0,0,0,0,1,Sarah Friedlander G.,sarahfriedland,18035,1620,591,361,72,http://t.co/laTO6ixXFe,0,0,0.047619048,3.594465637,-0.140322052,human
"Se lo tomaron todo muy a pecho, me parece perfecto que este saliendo adelante pero no me parece correcto que hablen de mi!",0,0,0,0,0,Telma Landreth,TelmaLandreth,146,82,281,3,0,0,0,0,0,3.884667216,-0.085082725,bot
Nada mejor que ma�ana ver a mis amiguis,0,0,0,0,0,Lannie Toot,LannieToot,60,3,35,0,0,0,0,0,0,3.674819042,-0.115848581,bot
El emoji "??" es como "te voy a matar puto" o algo as�,0,0,0,0,0,Tameika Sivels,TameikaSivels,80,6,40,0,0,0,0,0,0,3.855899772,0.030587944,bot
@CigarOfMathieu de d�nde eres?,0,0,0,0,0,david,Danilology,6705,341,185,1012,4,0,0,0,0,4.00291008,0.066113586,human
@ellispalmer94 �espero eso tambi�n! Gracias,0,1,0,0,1,Hannah Bettsworth,H_Bettsworth,47956,1299,2001,3538,37,http://t.co/03Sn0AIGgT,0,0,0.023255814,4.12686236,-0.058234425,human
Tomy Torres es iguaaaaal a Orlando Bloom ????,0,0,0,0,0,Lourie Botton,LourieBotton,54,10,41,0,0,0,0,0,0,3.793577888,0.063521232,bot
#EltuitdePati�o Rajoy apuesta por los videoblogs en las redes sociales http://t.co/q5XejWT96w v�a @elmundoes,2,1,1,1,1,JosÃ© MarÃ­a PatiÃ±o,Chemaparis,2466,3913,165,156,96,http://t.co/2F7mAXv2Rj,0.009259259,0.009259259,0.009259259,4.682243406,-0.006658202,human
@mikelemora eso espero,0,0,0,0,1,JosÃ© MarÃ­a PatiÃ±o,Chemaparis,2466,3913,165,156,96,http://t.co/2F7mAXv2Rj,0,0,0.045454545,3.351953074,-0.042042103,human
Mi pap� tiene 47 a�os = Mio padre ha 47 anni. Mi papa tiene 47 anos = La mia patata ha 47 ani.  Adoro lo spagnolo.,0,0,0,0,0,Teresa Biscanti,TeresaBiscanti,326,4813,5125,0,8,,0,0,0,3.908427693,-0.03173552,bot
